index,value
719102,108.89999389648438
719103,108.89999389648438
719104,108.89999389648438
719105,108.89999389648438
719106,108.89999389648438
719108,124.80000305175781
719110,108.89999389648438
719111,108.89999389648438
719112,108.89999389648438
719113,108.89999389648438
719114,108.89999389648438
719115,108.89999389648438
719116,108.89999389648438
719117,108.89999389648438
719118,108.89999389648438
719119,108.89999389648438
719120,108.89999389648438
719121,108.89999389648438
719122,108.89999389648438
719123,108.89999389648438
719124,108.89999389648438
719125,108.89999389648438
719126,111.89999389648438
719127,108.89999389648438
719128,111.89999389648438
719131,108.89999389648438
719133,108.89999389648438
719134,108.89999389648438
719135,111.89999389648438
719136,111.89999389648438
719137,111.89999389648438
719139,108.89999389648438
719140,108.89999389648438
719141,111.89999389648438
719143,108.89999389648438
719144,108.89999389648438
719145,108.89999389648438
719146,111.89999389648438
719147,108.89999389648438
719148,108.89999389648438
719149,108.89999389648438
719150,108.89999389648438
719151,108.89999389648438
719152,108.89999389648438
719153,108.89999389648438
719154,111.89999389648438
719155,111.89999389648438
719156,108.89999389648438
719157,108.89999389648438
719158,111.89999389648438
719159,108.89999389648438
719161,108.89999389648438
719201,46.0
719202,46.0
719203,46.0
719204,46.0
719205,46.0
719206,46.0
719207,46.0
719208,46.0
719209,46.0
719210,46.0
719211,46.0
719212,46.0
719213,46.0
719214,46.0
719215,46.0
719216,46.0
719217,46.0
719218,46.0
719219,46.0
719220,46.0
719221,46.0
719222,46.0
719223,46.0
719224,46.0
719225,46.0
719226,46.0
720101,59.5
720102,59.5
720103,59.5
720104,59.5
720105,59.5
720106,59.5
720107,59.5
720108,59.5
720109,59.5
720110,59.5
720111,59.5
720112,59.5
720115,59.5
720116,59.5
720117,59.5
720118,59.5
720119,59.5
720120,59.5
720123,59.5
720124,59.5
720125,59.5
720126,59.5
720127,59.5
720128,59.5
720129,59.5
720130,59.5
720131,59.5
720132,59.5
720133,59.5
720134,59.5
720135,59.5
720136,59.5
720137,59.5
720138,59.5
720139,59.5
720140,59.5
720141,59.5
720142,59.5
720143,59.5
720144,59.5
720145,59.5
